"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","PPP","TOT","NATUSD","A","1981",1.029043,
"DEU","PPP","TOT","NATUSD","A","1982",1.013564,
"DEU","PPP","TOT","NATUSD","A","1983",1.002748,
"DEU","PPP","TOT","NATUSD","A","1984",0.987083,
"DEU","PPP","TOT","NATUSD","A","1985",0.977154,
"DEU","PPP","TOT","NATUSD","A","1986",0.986595,
"DEU","PPP","TOT","NATUSD","A","1987",0.975111,
"DEU","PPP","TOT","NATUSD","A","1988",0.957809,
"DEU","PPP","TOT","NATUSD","A","1989",0.948212,
"DEU","PPP","TOT","NATUSD","A","1990",0.945043,
"DEU","PPP","TOT","NATUSD","A","1991",0.942331,
"DEU","PPP","TOT","NATUSD","A","1992",0.970044,
"DEU","PPP","TOT","NATUSD","A","1993",0.98678,
"DEU","PPP","TOT","NATUSD","A","1994",0.987059,
"DEU","PPP","TOT","NATUSD","A","1995",0.985886,
"DEU","PPP","TOT","NATUSD","A","1996",0.975385,
"DEU","PPP","TOT","NATUSD","A","1997",0.972984,
"DEU","PPP","TOT","NATUSD","A","1998",0.968724,
"DEU","PPP","TOT","NATUSD","A","1999",0.954119,
"DEU","PPP","TOT","NATUSD","A","2000",0.943081,
"DEU","PPP","TOT","NATUSD","A","2001",0.929579,
"DEU","PPP","TOT","NATUSD","A","2002",0.913257,
"DEU","PPP","TOT","NATUSD","A","2003",0.89693,
"DEU","PPP","TOT","NATUSD","A","2004",0.875861,
"DEU","PPP","TOT","NATUSD","A","2005",0.872721,
"DEU","PPP","TOT","NATUSD","A","2006",0.848455,
"DEU","PPP","TOT","NATUSD","A","2007",0.838113,
"DEU","PPP","TOT","NATUSD","A","2008",0.820401,
"DEU","PPP","TOT","NATUSD","A","2009",0.81094,
"DEU","PPP","TOT","NATUSD","A","2010",0.805105,
"DEU","PPP","TOT","NATUSD","A","2011",0.788739,
"DEU","PPP","TOT","NATUSD","A","2012",0.787246,
"DEU","PPP","TOT","NATUSD","A","2013",0.774784,
"DEU","PPP","TOT","NATUSD","A","2014",0.768937,
"DEU","PPP","TOT","NATUSD","A","2015",0.777913,
"DEU","PPP","TOT","NATUSD","A","2016",0.768617,
"DEU","PPP","TOT","NATUSD","A","2017",0.754169,
"DEU","PPP","TOT","NATUSD","A","2018",0.759849,
"GRC","PPP","TOT","NATUSD","A","1960",0.055736,
"GRC","PPP","TOT","NATUSD","A","1961",0.043422,
"GRC","PPP","TOT","NATUSD","A","1962",0.04444,
"GRC","PPP","TOT","NATUSD","A","1963",0.044285,
"GRC","PPP","TOT","NATUSD","A","1964",0.044987,
"GRC","PPP","TOT","NATUSD","A","1965",0.045549,
"GRC","PPP","TOT","NATUSD","A","1966",0.046179,
"GRC","PPP","TOT","NATUSD","A","1967",0.045865,
"GRC","PPP","TOT","NATUSD","A","1968",0.044384,
"GRC","PPP","TOT","NATUSD","A","1969",0.043543,
"GRC","PPP","TOT","NATUSD","A","1970",0.042064,
"GRC","PPP","TOT","NATUSD","A","1971",0.041226,
"GRC","PPP","TOT","NATUSD","A","1972",0.041512,
"GRC","PPP","TOT","NATUSD","A","1973",0.047585,
"GRC","PPP","TOT","NATUSD","A","1974",0.053601,
"GRC","PPP","TOT","NATUSD","A","1975",0.055493,
"GRC","PPP","TOT","NATUSD","A","1976",0.061243,
"GRC","PPP","TOT","NATUSD","A","1977",0.065591,
"GRC","PPP","TOT","NATUSD","A","1978",0.06973,
"GRC","PPP","TOT","NATUSD","A","1979",0.077363,
"GRC","PPP","TOT","NATUSD","A","1980",0.084605,
"GRC","PPP","TOT","NATUSD","A","1981",0.093995,
"GRC","PPP","TOT","NATUSD","A","1982",0.112617,
"GRC","PPP","TOT","NATUSD","A","1983",0.13071,
"GRC","PPP","TOT","NATUSD","A","1984",0.15381,
"GRC","PPP","TOT","NATUSD","A","1985",0.177462,
"GRC","PPP","TOT","NATUSD","A","1986",0.206805,
"GRC","PPP","TOT","NATUSD","A","1987",0.232598,
"GRC","PPP","TOT","NATUSD","A","1988",0.262148,
"GRC","PPP","TOT","NATUSD","A","1989",0.288833,
"GRC","PPP","TOT","NATUSD","A","1990",0.336016,
"GRC","PPP","TOT","NATUSD","A","1991",0.38934,
"GRC","PPP","TOT","NATUSD","A","1992",0.436999,
"GRC","PPP","TOT","NATUSD","A","1993",0.488479,
"GRC","PPP","TOT","NATUSD","A","1994",0.531745,
"GRC","PPP","TOT","NATUSD","A","1995",0.571823,
"GRC","PPP","TOT","NATUSD","A","1996",0.602159,
"GRC","PPP","TOT","NATUSD","A","1997",0.627238,
"GRC","PPP","TOT","NATUSD","A","1998",0.647926,
"GRC","PPP","TOT","NATUSD","A","1999",0.67328,
"GRC","PPP","TOT","NATUSD","A","2000",0.66968,
"GRC","PPP","TOT","NATUSD","A","2001",0.66837,
"GRC","PPP","TOT","NATUSD","A","2002",0.662967,
"GRC","PPP","TOT","NATUSD","A","2003",0.685841,
"GRC","PPP","TOT","NATUSD","A","2004",0.695147,
"GRC","PPP","TOT","NATUSD","A","2005",0.708976,
"GRC","PPP","TOT","NATUSD","A","2006",0.693174,
"GRC","PPP","TOT","NATUSD","A","2007",0.719012,
"GRC","PPP","TOT","NATUSD","A","2008",0.707951,
"GRC","PPP","TOT","NATUSD","A","2009",0.704287,
"GRC","PPP","TOT","NATUSD","A","2010",0.722034,
"GRC","PPP","TOT","NATUSD","A","2011",0.713163,
"GRC","PPP","TOT","NATUSD","A","2012",0.684663,
"GRC","PPP","TOT","NATUSD","A","2013",0.631286,
"GRC","PPP","TOT","NATUSD","A","2014",0.611135,
"GRC","PPP","TOT","NATUSD","A","2015",0.608907,
"GRC","PPP","TOT","NATUSD","A","2016",0.600497,
"GRC","PPP","TOT","NATUSD","A","2017",0.586328,
"GRC","PPP","TOT","NATUSD","A","2018",0.581858,
"HUN","PPP","TOT","NATUSD","A","1991",30.121391,
"HUN","PPP","TOT","NATUSD","A","1992",35.784753,
"HUN","PPP","TOT","NATUSD","A","1993",42.394746,
"HUN","PPP","TOT","NATUSD","A","1994",49.598809,
"HUN","PPP","TOT","NATUSD","A","1995",61.566998,
"HUN","PPP","TOT","NATUSD","A","1996",73.951631,
"HUN","PPP","TOT","NATUSD","A","1997",87.391441,
"HUN","PPP","TOT","NATUSD","A","1998",97.823977,
"HUN","PPP","TOT","NATUSD","A","1999",104.545883,
"HUN","PPP","TOT","NATUSD","A","2000",110.071356,
"HUN","PPP","TOT","NATUSD","A","2001",114.392388,
"HUN","PPP","TOT","NATUSD","A","2002",118.141282,
"HUN","PPP","TOT","NATUSD","A","2003",122.1475,
"HUN","PPP","TOT","NATUSD","A","2004",128.499086,
"HUN","PPP","TOT","NATUSD","A","2005",130.929945,
"HUN","PPP","TOT","NATUSD","A","2006",131.627096,
"HUN","PPP","TOT","NATUSD","A","2007",134.196467,
"HUN","PPP","TOT","NATUSD","A","2008",131.005355,
"HUN","PPP","TOT","NATUSD","A","2009",127.664108,
"HUN","PPP","TOT","NATUSD","A","2010",126.420729,
"HUN","PPP","TOT","NATUSD","A","2011",124.271836,
"HUN","PPP","TOT","NATUSD","A","2012",125.623608,
"HUN","PPP","TOT","NATUSD","A","2013",124.979432,
"HUN","PPP","TOT","NATUSD","A","2014",129.414974,
"HUN","PPP","TOT","NATUSD","A","2015",132.517954,
"HUN","PPP","TOT","NATUSD","A","2016",134.615415,
"HUN","PPP","TOT","NATUSD","A","2017",136.068883,
"HUN","PPP","TOT","NATUSD","A","2018",140.411713,
"ISL","PPP","TOT","NATUSD","A","1960",0.26892,
"ISL","PPP","TOT","NATUSD","A","1961",0.302795,
"ISL","PPP","TOT","NATUSD","A","1962",0.327999,
"ISL","PPP","TOT","NATUSD","A","1963",0.350185,
"ISL","PPP","TOT","NATUSD","A","1964",0.399766,
"ISL","PPP","TOT","NATUSD","A","1965",0.437986,
"ISL","PPP","TOT","NATUSD","A","1966",0.467479,
"ISL","PPP","TOT","NATUSD","A","1967",0.467026,
"ISL","PPP","TOT","NATUSD","A","1968",0.506353,
"ISL","PPP","TOT","NATUSD","A","1969",0.582016,
"ISL","PPP","TOT","NATUSD","A","1970",0.589708,
"ISL","PPP","TOT","NATUSD","A","1971",0.631713,
"ISL","PPP","TOT","NATUSD","A","1972",0.716559,
"ISL","PPP","TOT","NATUSD","A","1973",0.893026,
"ISL","PPP","TOT","NATUSD","A","1974",1.128109,
"ISL","PPP","TOT","NATUSD","A","1975",1.464744,
"ISL","PPP","TOT","NATUSD","A","1976",1.842836,
"ISL","PPP","TOT","NATUSD","A","1977",2.302491,
"ISL","PPP","TOT","NATUSD","A","1978",3.146076,
"ISL","PPP","TOT","NATUSD","A","1979",4.093147,
"ISL","PPP","TOT","NATUSD","A","1980",5.724007,
"ISL","PPP","TOT","NATUSD","A","1981",7.801217,
"ISL","PPP","TOT","NATUSD","A","1982",11.288839,
"ISL","PPP","TOT","NATUSD","A","1983",19.261263,
"ISL","PPP","TOT","NATUSD","A","1984",23.587854,
"ISL","PPP","TOT","NATUSD","A","1985",30.200825,
"ISL","PPP","TOT","NATUSD","A","1986",36.883277,
"ISL","PPP","TOT","NATUSD","A","1987",43.172753,
"ISL","PPP","TOT","NATUSD","A","1988",51.349572,
"ISL","PPP","TOT","NATUSD","A","1989",60.712277,
"ISL","PPP","TOT","NATUSD","A","1990",67.400254,
"ISL","PPP","TOT","NATUSD","A","1991",70.649329,
"ISL","PPP","TOT","NATUSD","A","1992",71.457771,
"ISL","PPP","TOT","NATUSD","A","1993",71.082622,
"ISL","PPP","TOT","NATUSD","A","1994",71.408333,
"ISL","PPP","TOT","NATUSD","A","1995",72.038325,
"ISL","PPP","TOT","NATUSD","A","1996",74.215368,
"ISL","PPP","TOT","NATUSD","A","1997",73.672147,
"ISL","PPP","TOT","NATUSD","A","1998",76.664005,
"ISL","PPP","TOT","NATUSD","A","1999",79.246596,
"ISL","PPP","TOT","NATUSD","A","2000",84.721822,
"ISL","PPP","TOT","NATUSD","A","2001",88.284061,
"ISL","PPP","TOT","NATUSD","A","2002",91.105413,
"ISL","PPP","TOT","NATUSD","A","2003",92.710898,
"ISL","PPP","TOT","NATUSD","A","2004",93.371814,
"ISL","PPP","TOT","NATUSD","A","2005",95.840665,
"ISL","PPP","TOT","NATUSD","A","2006",101.738314,
"ISL","PPP","TOT","NATUSD","A","2007",107.464672,
"ISL","PPP","TOT","NATUSD","A","2008",114.527003,
"ISL","PPP","TOT","NATUSD","A","2009",121.950919,
"ISL","PPP","TOT","NATUSD","A","2010",132.891539,
"ISL","PPP","TOT","NATUSD","A","2011",135.152004,
"ISL","PPP","TOT","NATUSD","A","2012",136.96767,
"ISL","PPP","TOT","NATUSD","A","2013",137.022617,
"ISL","PPP","TOT","NATUSD","A","2014",138.547869,
"ISL","PPP","TOT","NATUSD","A","2015",141.936844,
"ISL","PPP","TOT","NATUSD","A","2016",141.893267,
"ISL","PPP","TOT","NATUSD","A","2017",137.725092,
"ISL","PPP","TOT","NATUSD","A","2018",138.327878,
"IRL","PPP","TOT","NATUSD","A","1960",0.262773,
"IRL","PPP","TOT","NATUSD","A","1961",0.26684,
"IRL","PPP","TOT","NATUSD","A","1962",0.273612,
"IRL","PPP","TOT","NATUSD","A","1963",0.276844,
"IRL","PPP","TOT","NATUSD","A","1964",0.298238,
"IRL","PPP","TOT","NATUSD","A","1965",0.303042,
"IRL","PPP","TOT","NATUSD","A","1966",0.305829,
"IRL","PPP","TOT","NATUSD","A","1967",0.306931,
"IRL","PPP","TOT","NATUSD","A","1968",0.305099,
"IRL","PPP","TOT","NATUSD","A","1969",0.316527,
"IRL","PPP","TOT","NATUSD","A","1970",0.321185,
"IRL","PPP","TOT","NATUSD","A","1971",0.337906,
"IRL","PPP","TOT","NATUSD","A","1972",0.36726,
"IRL","PPP","TOT","NATUSD","A","1973",0.401356,
"IRL","PPP","TOT","NATUSD","A","1974",0.390637,
"IRL","PPP","TOT","NATUSD","A","1975",0.429502,
"IRL","PPP","TOT","NATUSD","A","1976",0.492681,
"IRL","PPP","TOT","NATUSD","A","1977",0.525408,
"IRL","PPP","TOT","NATUSD","A","1978",0.542552,
"IRL","PPP","TOT","NATUSD","A","1979",0.569503,
"IRL","PPP","TOT","NATUSD","A","1980",0.599128,
"IRL","PPP","TOT","NATUSD","A","1981",0.642807,
"IRL","PPP","TOT","NATUSD","A","1982",0.697317,
"IRL","PPP","TOT","NATUSD","A","1983",0.742895,
"IRL","PPP","TOT","NATUSD","A","1984",0.762767,
"IRL","PPP","TOT","NATUSD","A","1985",0.777732,
"IRL","PPP","TOT","NATUSD","A","1986",0.812312,
"IRL","PPP","TOT","NATUSD","A","1987",0.810131,
"IRL","PPP","TOT","NATUSD","A","1988",0.807931,
"IRL","PPP","TOT","NATUSD","A","1989",0.820381,
"IRL","PPP","TOT","NATUSD","A","1990",0.785014,
"IRL","PPP","TOT","NATUSD","A","1991",0.773013,
"IRL","PPP","TOT","NATUSD","A","1992",0.777044,
"IRL","PPP","TOT","NATUSD","A","1993",0.798347,
"IRL","PPP","TOT","NATUSD","A","1994",0.794901,
"IRL","PPP","TOT","NATUSD","A","1995",0.802198,
"IRL","PPP","TOT","NATUSD","A","1996",0.808381,
"IRL","PPP","TOT","NATUSD","A","1997",0.834536,
"IRL","PPP","TOT","NATUSD","A","1998",0.863368,
"IRL","PPP","TOT","NATUSD","A","1999",0.913882,
"IRL","PPP","TOT","NATUSD","A","2000",0.943818,
"IRL","PPP","TOT","NATUSD","A","2001",0.969225,
"IRL","PPP","TOT","NATUSD","A","2002",0.981997,
"IRL","PPP","TOT","NATUSD","A","2003",1.005049,
"IRL","PPP","TOT","NATUSD","A","2004",0.992056,
"IRL","PPP","TOT","NATUSD","A","2005",1.011707,
"IRL","PPP","TOT","NATUSD","A","2006",0.979248,
"IRL","PPP","TOT","NATUSD","A","2007",0.958719,
"IRL","PPP","TOT","NATUSD","A","2008",0.944447,
"IRL","PPP","TOT","NATUSD","A","2009",0.901099,
"IRL","PPP","TOT","NATUSD","A","2010",0.84957,
"IRL","PPP","TOT","NATUSD","A","2011",0.831513,
"IRL","PPP","TOT","NATUSD","A","2012",0.823072,
"IRL","PPP","TOT","NATUSD","A","2013",0.811228,
"IRL","PPP","TOT","NATUSD","A","2014",0.819041,
"IRL","PPP","TOT","NATUSD","A","2015",0.809469,
"IRL","PPP","TOT","NATUSD","A","2016",0.810133,
"IRL","PPP","TOT","NATUSD","A","2017",0.796521,
"IRL","PPP","TOT","NATUSD","A","2018",0.802416,
"ITA","PPP","TOT","NATUSD","A","1960",0.161713,
"ITA","PPP","TOT","NATUSD","A","1961",0.164611,
"ITA","PPP","TOT","NATUSD","A","1962",0.170241,
"ITA","PPP","TOT","NATUSD","A","1963",0.181974,
"ITA","PPP","TOT","NATUSD","A","1964",0.190371,
"ITA","PPP","TOT","NATUSD","A","1965",0.192968,
"ITA","PPP","TOT","NATUSD","A","1966",0.190625,
"ITA","PPP","TOT","NATUSD","A","1967",0.190447,
"ITA","PPP","TOT","NATUSD","A","1968",0.184766,
"ITA","PPP","TOT","NATUSD","A","1969",0.182795,
"ITA","PPP","TOT","NATUSD","A","1970",0.187532,
"ITA","PPP","TOT","NATUSD","A","1971",0.191297,
"ITA","PPP","TOT","NATUSD","A","1972",0.1937,
"ITA","PPP","TOT","NATUSD","A","1973",0.20703,
"ITA","PPP","TOT","NATUSD","A","1974",0.228393,
"ITA","PPP","TOT","NATUSD","A","1975",0.244531,
"ITA","PPP","TOT","NATUSD","A","1976",0.272231,
"ITA","PPP","TOT","NATUSD","A","1977",0.303663,
"ITA","PPP","TOT","NATUSD","A","1978",0.323271,
"ITA","PPP","TOT","NATUSD","A","1979",0.344627,
"ITA","PPP","TOT","NATUSD","A","1980",0.38187,
"ITA","PPP","TOT","NATUSD","A","1981",0.414401,
"ITA","PPP","TOT","NATUSD","A","1982",0.458749,
"ITA","PPP","TOT","NATUSD","A","1983",0.508103,
"ITA","PPP","TOT","NATUSD","A","1984",0.543188,
"ITA","PPP","TOT","NATUSD","A","1985",0.574844,
"ITA","PPP","TOT","NATUSD","A","1986",0.605693,
"ITA","PPP","TOT","NATUSD","A","1987",0.626598,
"ITA","PPP","TOT","NATUSD","A","1988",0.6455,
"ITA","PPP","TOT","NATUSD","A","1989",0.659644,
"ITA","PPP","TOT","NATUSD","A","1990",0.692522,
"ITA","PPP","TOT","NATUSD","A","1991",0.720653,
"ITA","PPP","TOT","NATUSD","A","1992",0.735374,
"ITA","PPP","TOT","NATUSD","A","1993",0.746269,
"ITA","PPP","TOT","NATUSD","A","1994",0.75655,
"ITA","PPP","TOT","NATUSD","A","1995",0.777509,
"ITA","PPP","TOT","NATUSD","A","1996",0.798703,
"ITA","PPP","TOT","NATUSD","A","1997",0.80429,
"ITA","PPP","TOT","NATUSD","A","1998",0.799846,
"ITA","PPP","TOT","NATUSD","A","1999",0.806447,
"ITA","PPP","TOT","NATUSD","A","2000",0.805249,
"ITA","PPP","TOT","NATUSD","A","2001",0.816175,
"ITA","PPP","TOT","NATUSD","A","2002",0.823489,
"ITA","PPP","TOT","NATUSD","A","2003",0.834388,
"ITA","PPP","TOT","NATUSD","A","2004",0.85264,
"ITA","PPP","TOT","NATUSD","A","2005",0.855139,
"ITA","PPP","TOT","NATUSD","A","2006",0.823696,
"ITA","PPP","TOT","NATUSD","A","2007",0.810164,
"ITA","PPP","TOT","NATUSD","A","2008",0.783694,
"ITA","PPP","TOT","NATUSD","A","2009",0.771164,
"ITA","PPP","TOT","NATUSD","A","2010",0.77319,
"ITA","PPP","TOT","NATUSD","A","2011",0.758687,
"ITA","PPP","TOT","NATUSD","A","2012",0.747731,
"ITA","PPP","TOT","NATUSD","A","2013",0.737299,
"ITA","PPP","TOT","NATUSD","A","2014",0.739644,
"ITA","PPP","TOT","NATUSD","A","2015",0.738495,
"ITA","PPP","TOT","NATUSD","A","2016",0.713846,
"ITA","PPP","TOT","NATUSD","A","2017",0.69628,
"ITA","PPP","TOT","NATUSD","A","2018",0.698384,
"JPN","PPP","TOT","NATUSD","A","1960",170.580543,
"JPN","PPP","TOT","NATUSD","A","1961",182.091664,
"JPN","PPP","TOT","NATUSD","A","1962",185.490474,
"JPN","PPP","TOT","NATUSD","A","1963",192.886602,
"JPN","PPP","TOT","NATUSD","A","1964",199.585633,
"JPN","PPP","TOT","NATUSD","A","1965",204.136198,
"JPN","PPP","TOT","NATUSD","A","1966",207.059861,
"JPN","PPP","TOT","NATUSD","A","1967",212.340172,
"JPN","PPP","TOT","NATUSD","A","1968",212.45396,
"JPN","PPP","TOT","NATUSD","A","1969",210.960952,
"JPN","PPP","TOT","NATUSD","A","1970",224.260963,
"JPN","PPP","TOT","NATUSD","A","1971",224.308337,
"JPN","PPP","TOT","NATUSD","A","1972",227.064079,
"JPN","PPP","TOT","NATUSD","A","1973",242.61827,
"JPN","PPP","TOT","NATUSD","A","1974",268.908973,
"JPN","PPP","TOT","NATUSD","A","1975",263.777084,
"JPN","PPP","TOT","NATUSD","A","1976",270.038776,
"JPN","PPP","TOT","NATUSD","A","1977",271.400867,
"JPN","PPP","TOT","NATUSD","A","1978",265.239036,
"JPN","PPP","TOT","NATUSD","A","1979",251.658365,
"JPN","PPP","TOT","NATUSD","A","1980",243.360647,
"JPN","PPP","TOT","NATUSD","A","1981",228.831005,
"JPN","PPP","TOT","NATUSD","A","1982",219.27664,
"JPN","PPP","TOT","NATUSD","A","1983",213.00724,
"JPN","PPP","TOT","NATUSD","A","1984",208.619255,
"JPN","PPP","TOT","NATUSD","A","1985",204.772356,
"JPN","PPP","TOT","NATUSD","A","1986",203.966037,
"JPN","PPP","TOT","NATUSD","A","1987",198.730393,
"JPN","PPP","TOT","NATUSD","A","1988",193.159464,
"JPN","PPP","TOT","NATUSD","A","1989",189.792474,
"JPN","PPP","TOT","NATUSD","A","1990",187.710515,
"JPN","PPP","TOT","NATUSD","A","1991",186.886354,
"JPN","PPP","TOT","NATUSD","A","1992",185.767601,
"JPN","PPP","TOT","NATUSD","A","1993",182.499529,
"JPN","PPP","TOT","NATUSD","A","1994",179.158383,
"JPN","PPP","TOT","NATUSD","A","1995",174.542777,
"JPN","PPP","TOT","NATUSD","A","1996",170.553311,
"JPN","PPP","TOT","NATUSD","A","1997",168.506941,
"JPN","PPP","TOT","NATUSD","A","1998",166.556261,
"JPN","PPP","TOT","NATUSD","A","1999",162.03574,
"JPN","PPP","TOT","NATUSD","A","2000",154.717851,
"JPN","PPP","TOT","NATUSD","A","2001",149.724877,
"JPN","PPP","TOT","NATUSD","A","2002",143.774205,
"JPN","PPP","TOT","NATUSD","A","2003",139.516091,
"JPN","PPP","TOT","NATUSD","A","2004",134.363065,
"JPN","PPP","TOT","NATUSD","A","2005",129.551955,
"JPN","PPP","TOT","NATUSD","A","2006",124.536829,
"JPN","PPP","TOT","NATUSD","A","2007",120.394201,
"JPN","PPP","TOT","NATUSD","A","2008",116.845814,
"JPN","PPP","TOT","NATUSD","A","2009",115.150067,
"JPN","PPP","TOT","NATUSD","A","2010",111.666587,
"JPN","PPP","TOT","NATUSD","A","2011",107.454281,
"JPN","PPP","TOT","NATUSD","A","2012",104.273972,
"JPN","PPP","TOT","NATUSD","A","2013",101.302673,
"JPN","PPP","TOT","NATUSD","A","2014",103.052076,
"JPN","PPP","TOT","NATUSD","A","2015",103.449739,
"JPN","PPP","TOT","NATUSD","A","2016",102.644578,
"JPN","PPP","TOT","NATUSD","A","2017",102.470366,
"JPN","PPP","TOT","NATUSD","A","2018",101.373359,
"KOR","PPP","TOT","NATUSD","A","1970",143.529525,
"KOR","PPP","TOT","NATUSD","A","1971",151.929759,
"KOR","PPP","TOT","NATUSD","A","1972",168.634391,
"KOR","PPP","TOT","NATUSD","A","1973",180.205715,
"KOR","PPP","TOT","NATUSD","A","1974",215.864737,
"KOR","PPP","TOT","NATUSD","A","1975",244.182773,
"KOR","PPP","TOT","NATUSD","A","1976",280.729488,
"KOR","PPP","TOT","NATUSD","A","1977",302.484503,
"KOR","PPP","TOT","NATUSD","A","1978",344.695315,
"KOR","PPP","TOT","NATUSD","A","1979",377.27486,
"KOR","PPP","TOT","NATUSD","A","1980",431.243535,
"KOR","PPP","TOT","NATUSD","A","1981",459.324427,
"KOR","PPP","TOT","NATUSD","A","1982",460.610472,
"KOR","PPP","TOT","NATUSD","A","1983",464.736924,
"KOR","PPP","TOT","NATUSD","A","1984",468.386231,
"KOR","PPP","TOT","NATUSD","A","1985",472.161366,
"KOR","PPP","TOT","NATUSD","A","1986",485.778004,
"KOR","PPP","TOT","NATUSD","A","1987",497.516325,
"KOR","PPP","TOT","NATUSD","A","1988",514.712969,
"KOR","PPP","TOT","NATUSD","A","1989",525.220858,
"KOR","PPP","TOT","NATUSD","A","1990",557.446418,
"KOR","PPP","TOT","NATUSD","A","1991",590.353781,
"KOR","PPP","TOT","NATUSD","A","1992",621.892117,
"KOR","PPP","TOT","NATUSD","A","1993",645.150765,
"KOR","PPP","TOT","NATUSD","A","1994",682.839149,
"KOR","PPP","TOT","NATUSD","A","1995",715.23735,
"KOR","PPP","TOT","NATUSD","A","1996",732.265606,
"KOR","PPP","TOT","NATUSD","A","1997",749.108529,
"KOR","PPP","TOT","NATUSD","A","1998",774.97186,
"KOR","PPP","TOT","NATUSD","A","1999",754.89297,
"KOR","PPP","TOT","NATUSD","A","2000",747.23596,
"KOR","PPP","TOT","NATUSD","A","2001",757.889612,
"KOR","PPP","TOT","NATUSD","A","2002",769.77179,
"KOR","PPP","TOT","NATUSD","A","2003",792.077217,
"KOR","PPP","TOT","NATUSD","A","2004",794.328703,
"KOR","PPP","TOT","NATUSD","A","2005",788.920135,
"KOR","PPP","TOT","NATUSD","A","2006",772.396454,
"KOR","PPP","TOT","NATUSD","A","2007",770.22206,
"KOR","PPP","TOT","NATUSD","A","2008",785.717886,
"KOR","PPP","TOT","NATUSD","A","2009",824.618828,
"KOR","PPP","TOT","NATUSD","A","2010",840.890196,
"KOR","PPP","TOT","NATUSD","A","2011",854.585723,
"KOR","PPP","TOT","NATUSD","A","2012",854.887268,
"KOR","PPP","TOT","NATUSD","A","2013",869.081422,
"KOR","PPP","TOT","NATUSD","A","2014",871.878106,
"KOR","PPP","TOT","NATUSD","A","2015",857.368025,
"KOR","PPP","TOT","NATUSD","A","2016",862.549513,
"KOR","PPP","TOT","NATUSD","A","2017",866.009087,
"KOR","PPP","TOT","NATUSD","A","2018",860.508185,
"LUX","PPP","TOT","NATUSD","A","1960",0.917326,
"LUX","PPP","TOT","NATUSD","A","1961",0.875338,
"LUX","PPP","TOT","NATUSD","A","1962",0.889061,
"LUX","PPP","TOT","NATUSD","A","1963",0.903774,
"LUX","PPP","TOT","NATUSD","A","1964",0.939595,
"LUX","PPP","TOT","NATUSD","A","1965",0.939631,
"LUX","PPP","TOT","NATUSD","A","1966",0.94362,
"LUX","PPP","TOT","NATUSD","A","1967",0.921244,
"LUX","PPP","TOT","NATUSD","A","1968",0.922572,
"LUX","PPP","TOT","NATUSD","A","1969",0.92365,
"LUX","PPP","TOT","NATUSD","A","1970",1.015275,
"LUX","PPP","TOT","NATUSD","A","1971",0.958424,
"LUX","PPP","TOT","NATUSD","A","1972",0.971893,
"LUX","PPP","TOT","NATUSD","A","1973",1.033833,
"LUX","PPP","TOT","NATUSD","A","1974",1.109541,
"LUX","PPP","TOT","NATUSD","A","1975",1.006795,
"LUX","PPP","TOT","NATUSD","A","1976",1.070849,
"LUX","PPP","TOT","NATUSD","A","1977",1.020024,
"LUX","PPP","TOT","NATUSD","A","1978",1.001881,
"LUX","PPP","TOT","NATUSD","A","1979",0.983913,
"LUX","PPP","TOT","NATUSD","A","1980",0.973881,
"LUX","PPP","TOT","NATUSD","A","1981",0.953595,
"LUX","PPP","TOT","NATUSD","A","1982",0.995206,
"LUX","PPP","TOT","NATUSD","A","1983",1.022997,
"LUX","PPP","TOT","NATUSD","A","1984",1.030894,
"LUX","PPP","TOT","NATUSD","A","1985",1.030195,
"LUX","PPP","TOT","NATUSD","A","1986",1.009011,
"LUX","PPP","TOT","NATUSD","A","1987",0.985286,
"LUX","PPP","TOT","NATUSD","A","1988",0.978139,
"LUX","PPP","TOT","NATUSD","A","1989",0.979086,
"LUX","PPP","TOT","NATUSD","A","1990",0.967478,
"LUX","PPP","TOT","NATUSD","A","1991",0.952889,
"LUX","PPP","TOT","NATUSD","A","1992",0.9664,
"LUX","PPP","TOT","NATUSD","A","1993",1.000418,
"LUX","PPP","TOT","NATUSD","A","1994",1.0142,
"LUX","PPP","TOT","NATUSD","A","1995",0.974098,
"LUX","PPP","TOT","NATUSD","A","1996",0.975939,
"LUX","PPP","TOT","NATUSD","A","1997",0.973651,
"LUX","PPP","TOT","NATUSD","A","1998",0.964411,
"LUX","PPP","TOT","NATUSD","A","1999",0.95763,
"LUX","PPP","TOT","NATUSD","A","2000",0.95572,
"LUX","PPP","TOT","NATUSD","A","2001",0.963247,
"LUX","PPP","TOT","NATUSD","A","2002",0.956996,
"LUX","PPP","TOT","NATUSD","A","2003",0.965785,
"LUX","PPP","TOT","NATUSD","A","2004",0.952076,
"LUX","PPP","TOT","NATUSD","A","2005",0.946363,
"LUX","PPP","TOT","NATUSD","A","2006",0.917643,
"LUX","PPP","TOT","NATUSD","A","2007",0.922309,
"LUX","PPP","TOT","NATUSD","A","2008",0.900045,
"LUX","PPP","TOT","NATUSD","A","2009",0.90282,
"LUX","PPP","TOT","NATUSD","A","2010",0.925712,
"LUX","PPP","TOT","NATUSD","A","2011",0.905099,
"LUX","PPP","TOT","NATUSD","A","2012",0.90679,
"LUX","PPP","TOT","NATUSD","A","2013",0.895254,
"LUX","PPP","TOT","NATUSD","A","2014",0.884138,
